text,label
"@ThequeenSOxILL Nappy headed hoes can't call anyone ugly, stop embarrassing yourself pls",red
@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.,green
Have you always been saying welp?,green
RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;,green
@CallNeeshCakey pop wop and drop it tho,green
They did't play one day last year know even though they have very good team.. Like india.,green
"Machan you go to gym tomorrow,  i wil come late goodnight.",green
"if bitches wanna nigga, get off the couch and go fine one&#128129;",red
Me and my nigguh stay doin it,red
I actually get on with Erin and think she's really nice bit you're so two faced and bitch about her all the time... #nasty,red
Plaid shorts bitches,red
"Nothing really, just making sure everybody's up to speed",green
"@MrsZookeeper @Cornfrmr When Mary asked him about it, said ""the part you eat is white-you throw the yellow away""",green
"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",red
Just touch down in Jamaica tryna smoke two acres . Send a nigguh to his makerr,red
Chill with the thirst bitch my chicks right next to me! For real hoe!!,red
When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;,red
RT @Stuff4blackppl: Not basic bitches,red
"aw shit, Fenkell in this bitch",red
"[9-1-13] 2:50 pm ""son of a bitch ate my mac n cheese"" http://t.co/My5oJYZ8w9",red
"My cheapest, broke ass meal? I had some egg noodles but we ain't have no buter, no pepper, nothing. I put syrup on them bitches.",red
@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,red
@sluttyboy_kush I guess you used to getting bitch cause idk anybody that Juss let ppl disrespect them n just sit there. Thts how all this,red
Damn girl I'll be your porch monkey,red
Then this bitch singing sounds like a horse being choked,red
It ain't nunn to cut that bitch off&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;,red
@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...,green
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,green
The bitch coach said she didn't like my attitude.,red
"RT @Douchekevin: Mustard is yellow.

*if my avi was big tits- this would be an epic tweet.",red
Nice talking to you! please dont forget my pix :) i want to see all of you...,green
Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.,red
Watching tv now. I got new job :),green
"@TrueEnoughEhh lol 100, it had to be one of my old bitches &#128530;",red
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",red
RT @prettychels__: I hate a dumb bitch.,red
#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,green
&#8220;@PostBadBitches: http://t.co/rPo0QUumBm&#8221; how young is this hoe with a m&amp;m pillow,red
See the forwarding message for proof,green
"I mean if she a cunt, then she a cunt. It happens.",red
Oh my god oh my god.. I'm going to a bitch mob party today oh my god,red
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",green
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,yellow
I wanna eat the fuck u talking bout then bitch!,red
Just cleaned my fingernails with a knife. #hillbilly @shanemoses625,green
&#8220;@kingCvpital: &#8220;@GinaSanabria_: &#8220;@kingCvpital: &#8220;@keanabermudez: MEN are the biggest hoes lmao&#8221;&#8221;&#8221;&#8221;,red
"RT @eleven8: ""You bummy hoes can't do this"" ur right sis. Most I do is splash some peppermint soap on it. Other shit ain't necessary.",red
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",green
RT @CreepGawddess: Wait what?? RT @SoulfulBrotha: $65 a random number for some pussy.,red
If you jump someone you're a bitch regardless the situation,red
Still wit the Same bitches to the death of me&#128553;,red
Thought praps you meant another one. Goodo! I'll look tomorrow ,green
youu got wild bitches tellin you lies,red
@JustDoIt_Rob big titty bitch lmao fuck it good party,red
"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch",red
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",yellow
"Chill, I'm not a coon RT @AmbitiousCam: Sick of you fake bougie ass coons lol",red
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,green
RT @VibeLord: your opinion of me is highly irrelevant bitch,red
Ya that one is slow as poo,green
RT @BitchImaSavage_: Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,red
Harvard got the worst hoes cheerleading in America,red
Me fine..absolutly fine,green
"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",green
No one interested. May be some business plan.,green
"@letsdancemofos @markkelly1983 haha, I've swatted that little bitch around all night, starting to feel a bit sorry for him, seriously.",red
@RoyallyKate So says the one who fills an empty hole inside herself by worshiping a royal. Who 4 all u kno may be a raging snotty bitch,red
She gonna pop that pussy for a real niggaa,red
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,green
Or you gotta pay some bills cause pussy ain't free ummmm dick ain't free neither can you pick this tab up please thank you,red
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,yellow
loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.,green
RT @3amado_carrillo: Rick James bitch,red
Ion care fuck that hoe &#9996;&#65039;,red
K..k:)where are you?how did you performed?,green
&#8220;@__austinnn: @Satisfied_x &#128175; what u did Mr bitches&#8221; &#128514; stop calling me that but I balled,red
Ihate a nosie bitch ',red
RT @POONSoaker: Fucking bitches throwing THOTS,red
&#8220;@dreadHEADkidd69: pussy prolly taste like heaven &#128523;&#8221; &#128079;,red
"I have to tell you a secret,
""your a stupid hoe""",red
"Nah if she wus freak an got smutted by multiple niggas, you jis then cuffed up a hoe...",red
These bad bitches really ain't that bad when you see a pic of Aaliyah,red
What happened in interview?,green
@mikecheck_123 the favorite drink of white trash everywhere....,red
Finally got my medicine and crackers!,green
@rickandbubba that's enough of making fun of retarded people talking that way,red
"&#8220;@lakeshow73: @WCCORosen Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those ""Rose(ie) colored glasses off",green
Beauty sleep can help ur pimples too.,green
Squidward in the face ass bitch,red
"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",green
"So I swore my school was closed, but that bitch is open and I'm home &#128514;",red
"RT @iDavey: Also. RT ""@ParadoxicalMike: I know one ho in particular who loves pointing out that everyone else is a ho. Lol""",red
"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",red
"RT @HBCUfessions: Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&#8230;",red
@myfriendbriana can I ask my bitch for other bitches,red
You're a bitch dawg. A straight bitch.,red
@ZaneIsClasker Photoshop putting my head on fags is not proof.,red
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,green
"RT @tsgnews: UPDATE: Collegian dressed as yellow Teletubby will face charges for break-in, theft of Chinese food leftovers... http://t.co/S&#8230;",green
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,yellow
Money can't buy you love so I don't pay for no pussy,red
"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek",green
RT @LeBronVuitton: Do I fuck her or feed her? &#8220;@Jaykelz: I hate fat / thick bitches&#8221;,red
@Crewz76 I miss Tupac rap offs hillbilly,green
RT @OGTREEZ: Lol niggas only act nice when they think pussy is the reward. https://t.co/tH6QOq4Nep,red
RT @anderson6benton: &#8220;@T_ReV_13: Dumb bitches are one thing that'll never become extinct..&#8221; That's real,red
"I know where the  &lt;#&gt;  is, I'll be there around 5",green
Its gorg out! RT @@anggxo: This bitch thinks its june or something @BriiiXO http://t.co/mFVCmym,red
&#8220;@Goldmind___: Smoke good weed with a bad bitch&#8221;&#128079;,red
everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf,red
RT @RakwonOGOD: i started fuckin with bitches who believe everything their horoscope say.they believe the dumbass horoscopes they gunna bel&#8230;,red
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,green
@_michellecole_ nice hoodie faggot,red
And pls pls drink plenty plenty water,green
K sure am in my relatives home. Sms me de. Pls:-),green
Porch monkey 4 life #Randell,red
My bitch say I'm in the dog house FUCK YOU MEAN,red
pull up eat on that pussy and dip&#128166;&#128513;,red
Y Rick such a weak hoe n this season? Not a good look fam,red
@myfriendbriana Jesus walks bitch,red
You say no to ratchet pussy but juicy-j can't! Bands will make her dance,red
How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,green
"&#8220;@kaitlinfryer: Big oleeeee middle finger, bitch.&#8221;",red
"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa.",red
"Notice I didn't tweet ""bytches"".... Bytch is different from bitch.... My logic... And it WERKS...",red
@HarveyLevinTMZ sal tryin 2 pull a K. Ferderline..lazy ass son of a bitch,red
RT @thecoreyholcomb: No man has ever aborted a baby even if he have her $ on it. Abortion bitches will soon meet god &amp; they baby to face th&#8230;,red
"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",red
stfu redneck white trash head ass,red
So when do you wanna gym?,green
So how are you really. What are you up to. How's the masters. And so on.,green
"Just smile, bitches love smiling :D",red
@metroadlib I be THIIIIIIIS close to going real east side Detroit on they monkey ass. But. I don't.,red
"Of course not. That means it's fajita time. RT @CorporateBarbie If I'm flat ironing? Oh, bitch. We ain't never leaving.",red
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,green
"I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7",red
Got a iPhone for business but the sidekick is for the bitches &#127926;,red
@rachel_gautreau @babyydrey hey Rachel G my name isint Kenneth ok let's just get that straight &#128070; you best be backing off before I go ghetto,green
@TheJadedNYer nope! btw you's a hoe lol,red
RT @iEatLightSkins_: you bitches make everything a relationship goal.,red
"RT @PizzaBeforeHoes: Move dat muscle hoe &#128548; 
""Tell me watchu mad foe""&#128170;&#128514; https://t.co/wlvTLgGDPg",red
Know you don't like me cause you're bitch most likely does,red
Blow up the pussy like Hussein. Bitch look at me crazy like who's sane? @RavenxMiyagi,red
"RT @JEN_JEN_2014: My pussy is totes adorbs when she jumps on my bed with litter stuck to her.

The cat is fucking annoying when she does it.",red
Umma my life and vava umma love you lot dear,green
This kid @bobbyhorai straight watched a bitch eat her own bloody tampon #fucksamattawithyou,red
"Your girl pussy like a walk in clinic, the cure for every sick nigga",red
"lmaoooo RT @PhillyTheBoss: Everything on BET is trash. RT @MrCOOK_: B-Rad RT @fkinLIVE: White Mike was on BET, he can't be trash",green
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,green
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",green
RT @LowkeyGado: PND vocals so trash lmao,green
What u talking bout early morning? It's almost noon where your at!,green
@EntMagazine @magisto @digitalskeptic we have a project that could lead into a military program but requires a full op mock up for testing,green
"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa",red
@GlitteredInPink hoe don't tweet me,red
Bad bitches every where,red
@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts,red
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,green
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,green
